,unique_id,city,job_qry,job_title,company_name,location,summary,salary,link,date
1,pj_39abecf7d96bb571,Chicago,data+scientist,Data Scientist,ISMIE Mutual Insurance Company,NOT_FOUND,Manage the development of methodology and protocol for the ongoing use of data to monitor all aspects of operations of ISMIE....,"
                $81,000 - $120,000 a year (Indeed est.)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BVleUqIIf6XAdbq6C0p93o-LY5pQSGBnrM74-f0HHZtenJbzCzCnc4cx7Ynm_aeZahP8mQ36pYPdy5QYNWBt9uqSlgd_nv3y3_P9RGVDikKZ0r9QqtgICFoIBR3fwdkLYEoUpw6TkAFKP4ZKcplNi4qsFJmBHXeL4qZl_unxUb41HZflE7bbPREV2SXy0sNIDwqYgvRmZCPPUn8BQCF0KeYnqKKi_MRTx465fHBqYGaWhUW4F3u04XP4g211zFFpc8uf28C6WopyHZI239XZ9WC2A0Rd0L2x3Y2WEyxKMJn2FOqE6_UevjfGyBnvVm5bAIGc5Se5Euf1fsxl00oiZgTpI2OLnoOVo07oOGuv2jyI5U5Vm-3HXr0Sirt6--YMVLTNN96fiVM5cT6RnvOZjwH3XNo2WJ84NGDl7JiO5XxyOXFRdqcBTb&p=0&fvj=1&vjs=3,NOT_FOUND
2,pj_bd65e8d2951e8870,Chicago,data+scientist,Principal Data Scientist,"SMS Assist, LLC",NOT_FOUND,At least 7 years of experience in developing and applying advanced analytics and machine learning techniques to software product development and creating high...,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Azf24ceGmJeoddGoGdtujU3GsUDah2gM-7e14s1pjaUtWzN6BvzuI23xYyb0EFlptM3Z-IlhvplvCkYENbWwpEZiMA8uatZisA8nOnG7El3YUjwwsU2r210g1Vdld3IF7PiYFdWOOk-DEDX7hTbqDJgHhrk9p4BlEvaujlCGKgKzlLmSLsEP0Z7_7U5BwV1z3hQxYsNFZ2ufgaVAFVeK-sYfUfMIZCDC5aKcC2S1tISW863mKQ7259d2x-QuFI5QYoQmsiyb6uGADMTujOuOruhgZbbJeE_ma-mwkkEBTSBLnmRphmwPdyOyCBAPd0LlTN247iduu_Zng4xJWvlA-tRM3Syrn8FcEzGRReSzFuRyGdTX1f6BsOlkjdY2tmcmmd-sahcqltqCJjKxGNEhmFeiSEqBYiXXF2deNJnj6ehAd7tJ-WrRv3VohavbJGh667lnG-pDPzolCf-A__lhUqDho5e0aw66ubs3L2-cDyKfWHlyhBjIo5iIfa8hjDwHcehmHcEiTvXr-BPicZIdkPBNG7hd_92snK-8sFzjdlOdm1xDlOY2G5SVtibLer8MM=&p=1&fvj=0&vjs=3,NOT_FOUND
3,pj_de49b8705aa47b40,Chicago,data+scientist,Senior Data Scientist,HNI Corporation,NOT_FOUND,"Develop and implement databases, data collection systems, data analytics, and other strategies that will provide efficient data and reporting solutions....",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Atbdg0bKLfsMf-XrvW-mGXYBBmUmFJMxfHxiCcZI386bZZErgOHOnpCf_aPedOqde-HEbIiNMJEru_GyMxndNM6MtjzaVGkEx1sc6r1rNpLAVOWtlvk1uZXVu5grGrpRr7bxnLA08v0yCPog_Wg6wzLchG3YrmzZ-zR45b-P1cbZ3xGCdJ3KCFG_iAZyFtTVFXs0fdjGpbwVSJP0HrTNonajIzBm8bISmuodmwffbLyVPSXj_i58eo7wWxYqtmqxC7xXttA1bRgXXowjxNbAk3DFot_SnCHCdF1xvgaC0T-k4q8quJ_GZnu1cuAZbb5ruFpz9X47DKJQYW-HJIMdK9XKcYZer4cBpfqEpuc9z44p7WXokVVF-WU40As7FDttPA0svhAWFHX74K2DTa7SNS0nZB9y2mLuKIvc9ABVJOGw0bk9BKLHDfkMx0OzmigTA=&p=2&fvj=1&vjs=3,NOT_FOUND
4,pj_89803b01f4da0e6c,Chicago,data+scientist,Data Scientist,Indeed Prime,NOT_FOUND,"Get matched – Companies apply to you with opportunities that reflect your role, location and salary specifications....",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ-EFN3cXsFacyjbJwnCPXT8XCR8xqJA7598TsvlHQj2YzmCNBEzy3If1Vc5VAs5g2tfzlZ8zWp4ItvXIJVQY0-HGRePlb7JDoBUHmfhLYfaAPWD3jikSun5ByLQPJgstMICAz1wzCOw3Mgc0GGrzAhjDTzTpO-nmkfnEWGXOY-MX5EvRTnWaiZFcRWCaBE2LPsicRXZ_8Odl2vc_0NnWtHiLAvgwcjCrRgMHGOpkO4G2eHRauduTWkPppjtXYWyKBF4fB2YaZwiDZLy0JIKLyoAE7wiqqPmU9tn4zlq88A6y6yIWYSXMXI6JafrfZi2YnMULAGxU6mHTxyENWGPeiR4ftESaOd2M9lmZXYHVsXOCzDuKs268_AmEJNj5KTToZ45adztXyH7Cgit6lDAwy4p894upxUzcUvS57gnZlpg4G6Tg2-7Bdu8G1ZQsKC8xZ_6-s_fvH8YpbWhxrn22HumB7YoQWjcPMjIQhG3b1zNU6sgZwhHeMwDAkuzcL3h99g==&p=3&fvj=0&vjs=3,NOT_FOUND
5,pj_2c215f92714781ae,Chicago,data+scientist,"""Guide"" Telephone Representative (Remote)",ASSURANCE,NOT_FOUND,"Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better....","
                $15 - $45 an hour",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ay34pLxNpM2b2APydG9FPHc7HhqjeNrk9_gDXaaFM3GhdpWVlroe6JqlZhsdxePfrzEmlIgeNT-LieXQ_0S4twn9Vntij7WrPilgoX9MGRYct7gZaSdEdS8GDbJULchIY1I4N3wXqKV1nSAlQCg_eC6rfhyScNBo_asBjFK7EdtCCjUby4rRNBjYHzEIFVh3JzF7Rj-OBDA1BHiwWW8aUKTUc5dDlfcydevpLqwOwVpp92wKZ9MyR4hPCgHUjuKdNK78HAZEauCcGVdbHBrv5k1sOEUXFX6iaawFyPzr2JhWbX1lmQZKxKJlhLeOE_fgo_3ty08pO_x6lbVrEAW6ZhXxewtqMbjXDIO8wXcDnC9G4OfGydvm6e5PQI0SZEc9u7qTCfbwMYQNecHpbink3QAkTqnSufF7TkjhDIqAHOG_lHENwA37Cq&p=4&fvj=1&vjs=3,NOT_FOUND
6,pj_985c78ba12ff9d31,Chicago,data+scientist,Data Scientist,Precima,NOT_FOUND,"As a data scientist in the Merch Analytics team, you will be responsible for the management of client data to develop and analyze results and present insights...","
                $84,000 - $124,000 a year (Indeed est.)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D2uDwX8sqR0_LLIv6Lq8-VG7Zfi0sBA_v-J1V-j35lLIsmT6zbX8qH553UZcXGU78ba9bnXL8LAvqRWwuV4YyIm2uK4_q4r9FzKJ6uklT4qbHFRjz8nI3Ky-iwzWJ0F0yD3rdRiNzmZOLdWWs3RjH7it8vjT1YI3t6TE2DbZeI7BdPygO07mVySWtlThBy5SlMJu85dJBxmboMgmqd5sZoNAJbIc4tdIPo7zkalVyd6jPCyUtCMyUx0NwZ5ei9nXP_Bk1EmFbu4wwVCcPHyXLhpPrgVKRFJg3wDX5a0uWkZpx02wZVXKge0EVxugAi2B0oi1kVc-NiEtit-wVanok8kRZ2DsBOPyavx8XzRKvX7Bnc_Is_NQLabCXjCaoG0Tg8jikP0mPvni5z0AScl0hl&p=5&fvj=0&vjs=3,NOT_FOUND
7,pj_f03e8fbab25a50cd,Chicago,data+scientist,Sr Data Scientist,Ascent Services Group,NOT_FOUND,"The incumbent will have experience developing analytic solutions in SAS, applying Data Mining solutions, and applying Machine Learning algorithms and models....",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BN67y3JiEmIr4vjGiDB_BB08s7RhS1j0_uAkUY59Fk9fzyPhPKRKcSjtauGtrPaPt14QMWMC6THj68Bhi5_JSTF1KtcqLGGaetT909SSSX9tUcYtOxWL1DiCcfFpKuFrfOv5Ng926dEfqXHuHmxksnAlAlnPoG2HIBbIXegNoP9QYltN8xjCMsgSZGkf-K6Gkwuv-UDejBF7msqNGmBApSlgeuTJAeyIot_S4mvq9RU287e0nmTj_uY9oj-LutFQJWawQrjTr-GsWWyX6cq43YM-8pGcfl2URrHfw7Cs0Vs64AWUXUo8EdcoL13xKPgmcvLPkyVP0yPmmQN-HOtKDHuWKWMxyM6GsLpsIXnIjz11Yk-h4btXG4CLDG-qXDH2RmvZD4v2MKZTyHPCpwD-0MOus-JT9bofk=&p=6&fvj=0&vjs=3,NOT_FOUND
8,p_61617740719f6e40,Chicago,data+scientist,Data Scientist - University Students,McKinsey & Company,"Chicago, IL","You will perform statistical data analyses, data mining and optimizations using multiple tools and techniques to get insights from large complex data sets....","
                $87,000 - $128,000 a year (Indeed est.)",https://www.indeed.com/rc/clk?jk=61617740719f6e40&fccid=6576e7250aa78c3c&vjs=3,13 days ago
9,p_bdeb267618c629e4,Chicago,data+scientist,Machine Learning Researcher,Flow Software Inc.,"Chicago, IL",We're looking for a candidate with a Machine Learning background as it applies to quantitative research. Overtime often available:....,NOT_FOUND,https://www.indeed.com/company/Flow-Software-Inc./jobs/Machine-Learning-Researcher-bdeb267618c629e4?fccid=6a968531e87dc8c9&vjs=3,2 days ago
10,p_6294fa803fc1293a,Chicago,data+scientist,Data Scientist,Bank of America,"Chicago, IL 60603 (Loop area)",A broad knowledge of Hadoop & how to leverage the data with multiple applications. Provide an in-depth understanding of data modeling and how the design will...,NOT_FOUND,https://www.indeed.com/rc/clk?jk=6294fa803fc1293a&fccid=5bd99dfa21c8a490&vjs=3,12 days ago
