,job_title,company_name
980,"Scientist, Delivery",1
983,Security Business Analyst,1
984,Senior AML Data Scientist,1
986,Senior Analyst - Data Science,1
988,Senior Analyst Business Systems,1
746,Lab Research Tech 3 - Rush Neurological Sciences,1
54,Associate,1
744,LEAD DATA ENGINEER Learn More,1
271,Cisco Data/Voice Engineer,1
273,"Civil Engineering and Construction Design Senior Engineers (Nanjing, China)",1
274,Clerical Associate (Part-Time),1
275,Client Business Analyst,1
277,Client Reporting Business Analyst,1
47,Artificial Intelligence - Machine Learning Specialist,1
280,Clinical Data Analyst (3114),1
281,"Clinical Data Engineer, Systems Admin",1
283,Clinical Data Standards Analyst,1
284,"Clinical Operations & Business Analytics (COBA) Senior Data Analyst, Patient Reported Data Program",1
285,"Clinical Research Business Analyst, Research Informatics",1
287,Closing Desk Analyst,1
290,Commercial Bank - Wholesale Lending Services - Business Analysis and Reporting Analyst,1
292,Commercial Data Analyst,1
46,Arity-Data Scientist-Claims Analytics,1
295,Competitor Intelligence Analyst,1
296,Compliance and Reporting Data Analyst,1
298,Computational Biologist/Data Scientist,1
299,"Computational Chemist, Machine Learning",1
301,Computational Scientist I - Translational Analysis Group,1
303,"Consultancy: Demographer – demographic analysis, Data and Analytics Section, DRP - NYHQ, Requisition #522944",1
304,Consultant - Analytics,1
305,Consumer Insights Analyst,1
306,Content Analyst,1
272,"City Engagement Intern, American Cities Climate Challenge",1
270,Children and Family Benefits Unit Data Analyst - Grant Funded,1
742,Junior Software Engineer,1
268,Chief Performance Analyst,1
238,C++ Software Engineer Working With Capital Markets Data,1
239,CDO Reporting Analyst,1
241,CHICAGO Campus Recruiting 2017 - BTS MICROSOFT - Business Analyst,1
243,CIB - Data Analyst - Associate,1
244,CIB - Data Scientist - VP,1
246,CIMD - GSAM US Business Analyst – Associate – Chicago,1
247,"CIMD - Marcus by Goldman Sachs - Decision and Data Scientist - Analyst/Associate - New York, NY",1
248,"CIMD - Marcus by Goldman Sachs - Decision and Data Scientist - Vice President - New York, NY",1
249,CIMD - Marcus by Goldman Sachs- Business Process Management – Analyst - Chicago,1
250,CLINICAL DATA ANALYST,1
252,COMMBUYS Support Analyst,1
253,CRM Business Systems Analyst,1
254,CRS Data Analyst,1
255,CTB Business Analyst - Transaction Reporting: CAT,1
256,CUSTOMER DATA ANALYST 1,1
257,CUSTOMER DATABASE BUSINESS ANALYST,1
260,Carrier Graduate Hire Program- Data Based Modeling Engineer,1
261,Category Analyst,1
263,Change Management Senior Business Analyst,1
264,Charles River - Business Analyst,1
265,Chicago - Commerce Business Analyst,1
266,Chicago - Sr. Business Analyst,1
267,Chief Data Analytics Officer,1
307,Content Data Analyst,1
308,Content Writer – Data & Research,1
309,Control & Reporting Analyst,1
311,Core Business Data Analyst,1
352,Data Analyst - Third Party Program Management,1
355,Data Analyst I,1
356,Data Analyst I - Contract,1
358,Data Analyst II (Business Intelligence),1
359,Data Analyst Intern,1
360,Data Analyst Intern (Fall 2019),1
363,Data Analyst intern,1
364,Data Analyst – Capital Markets,1
365,"Data Analyst, DECE",1
366,"Data Analyst, Global Analytics",1
367,"Data Analyst, Global Analytics, Analytics",1
368,"Data Analyst, HBS Online",1
369,"Data Analyst, Nonfiction",1
371,Data Analyst-NCH,1
372,Data Analyst/Applied Mathematics,1
377,"Data Analytics Engineer, Experimentation",1
379,Data Analytics/BI Specialist,1
43,Apprentice Business Analyst,1
383,Data Center Engineer - Chicago,1
384,Data Center Engineer - UC Network Engineer,1
385,"Data Center Engineer, Junior",1
387,Data Center Technician,1
388,Data Delivery Engineer,1
351,Data Analyst - QA/QC Technologist,1
349,Data Analyst - People Analytics Group,1
348,Data Analyst - New York City,1
45,Arity- Sr Data Scientist,1
312,Corp Financial Analyst,1
313,Corporate Financial Planning & Analysis Project Management Office & Business Analyst,1
314,Cost Reporting Analyst,1
315,Counterintelligence Officer,1
316,Custom Data Analytics Consultant,1
318,Customer Facing Data Scientist,1
320,Customer Management Analyst,1
322,Customer Service Specialist,1
323,Customer Solutions Engineer,1
329,DATA ANALYST- Computational Biology,1
332,DATA ENGINEER - INVESTMENT MANAGEMENT,1
346,Data Analyst - Delta One Strat team,1
333,"DATA SCIENTIST,Biology",1
334,Data & Analytics Sr Analyst,1
335,Data & Financial Analyst,1
336,Data & Insights Analyst,1
337,Data Acquisition Analyst,1
44,Apprentice Engineer,1
339,"Data Analyst & Business Consultant (Armonk, NY or Kansas City, MO)",1
340,Data Analyst (Contractor),1
341,Data Analyst (healthcare),1
342,Data Analyst - Big Data,1
237,Business Analysts,1
235,Business Technical Analyst,1
234,Business Systems Analyst- QMS/LMS,1
139,Business Analyst / Product Owner - CHI,1
100,Bank Operational Data Analyst & Scientist,1
101,Benefits Analyst/FMLA Generalist,1
104,Big Data Linux Engineer,1
105,"Big Data Operations Engineer - Hadoop, Data Operations",1
106,Big Data-Cloud Engineer /Architect (AWS and Python is must),1
107,Big Data/PySpark Engineer,1
108,Bioinformatician / Data Scientist,1
110,Bioinformatics Scientist,1
112,Broadcast Systems Engineer,1
113,Budget and Reporting Analyst,1
114,Business / Data Analyst,1
53,Assoc. Scientist Flavor-Mint Science,1
118,Business Analyst (4 Contract Positions),1
120,Business Analyst (Health Plan Implementations),1
122,Business Analyst (Salesforce),1
123,Business Analyst (full-time 2-5+ yrs exp.),1
125,Business Analyst - Chicago,1
129,Business Analyst - Finance Systems,1
130,Business Analyst - JDE,1
131,Business Analyst - Modeling/ROI,1
133,Business Analyst - Risk,1
134,Business Analyst - SQL,1
52,Assistant Project Manager - Data Center,1
99,Backend/Data Engineer II,1
98,Backend Product Engineer,1
96,Backend Engineer – Personalization,1
76,Associate Stock Strategist,1
56,"Associate Analyst, Data Operations-Sg2",1
59,Associate Consumer Fraud Analyst,1
60,Associate Data Analyst (Spring 2019 Graduates Only),1
61,Associate Data Center Engineer,1
66,Associate Data Scientist/ Data Scientist,1
68,"Associate Director, Experience Center Applied Data",1
70,Associate Information Security Data Engineer,1
71,"Associate Librarian, Data Management Services",1
73,Associate Research Scientist - Junior Data Engineer,1
74,Associate Scientist,1
77,"Associate, Business Analysis",1
95,"Back End Engineer, Data",1
78,"Associate, Business Analyst",1
81,"Associate, Data Scientist Natural Language Processing",1
85,Attendance and Truancy Data Analyst,1
86,Automation Project Manager / Business Analyst,1
87,BIOINFORMATICS ANALYST / 40 HRS / DAY / BWH GENETICS,1
88,BIOMEDICAL ENGINEERING TECH / 40 HRS / DAYS / BWH BIOMEDICAL ENGINEERING,1
90,BUSINESS ANALYST - CONSOLIDATED AUDIT TRAIL,1
92,BUSINESS DATA ANALYST,1
93,BUSINESS SYSTEMS ANALYST,1
94,BWWC Data Fellow 2019,1
138,Business Analyst / Intern,1
142,Business Analyst 3,1
232,Business Systems Analyst II,1
143,Business Analyst BI,1
191,"Business Associate Analyst - Chicago, IL",1
193,"Business Data and Reporting Analyst, Level 1 - Central Reservations",1
51,Assistant Director of Data Analytics,1
195,Business Initiatives Consultant 1 - Daily Operations Analyst,1
201,Business Intelligence Engineer,1
202,Business Intelligence Engineer III,1
205,Business Operations : Test Transactions System Analyst Intern (Summer 2019),1
207,"Business Operations Analyst, Associate",1
208,"Business Operations Analyst, Web Channel Sales",1
213,"Business Process Analyst, Google Cloud Support",1
214,"Business Process Analyst, Operations",1
50,Assistant Area Engineer,1
216,Business Services Analyst - Multifamily Capital Markets,1
219,Business Support Analyst / Associate TMT,1
221,Business System Analyst II,1
222,Business System Analysts,1
49,Assessment Design Specialist - Statistics / Data Analytics / Data Viz.,1
224,Business Systems Analyst (Contract),1
225,Business Systems Analyst (Web App Dev),1
48,Artificial Intelligence – Machine Learning Scientist,1
229,Business Systems Analyst - Workday,1
230,Business Systems Analyst 2,1
231,Business Systems Analyst I,1
190,Business Applications Support Analyst - Chicago/Milwaukee,1
189,Business Application and Integration Analyst,1
188,Business Analytics Summer 2019 Paid Intern,1
162,"Business Analyst, Management Consulting",1
144,Business Analyst Digital,1
145,Business Analyst HR local and us citizens only,1
149,Business Analyst III,1
150,Business Analyst IT Systems,1
152,Business Analyst Regulatory Reporting,1
153,Business Analyst Specialist,1
154,"Business Analyst for Payments, Boston, MA",1
158,"Business Analyst, Enrollment & Eligibility (Healthcare)",1
159,"Business Analyst, Enterprise",1
161,"Business Analyst, Industrial Products",1
166,"Business Analyst, Operations",1
186,Business Analysts,1
167,"Business Analyst, Project Manager",1
168,"Business Analyst, Real Estate",1
170,"Business Analyst, Senior",1
176,Business Analyst- SAP CRM,1
177,Business Analyst- Supply Chain,1
178,Business Analyst-CSV,1
179,Business Analyst-Digital,1
180,Business Analyst-MyTime/Kronos,1
182,Business Analyst/Product Owner,1
184,Business Analyst/Project Manager - Human Resources,1
392,"Data Engineer (NLP Specialist), Global Data",1
394,Data Engineer - Analytics Team,1
395,Data Engineer - Business Intelligence - Marcus by Goldman Sachs - Consumer Technology,1
665,Healthcare Data Science Consultant,1
634,Functional Business Analyst,1
637,"GIR, Data Strategy",1
638,GIS Analyst,1
639,GIS Process Analyst,1
640,Game Data Scientist,1
641,Gamesa - Sales Analyst,1
642,General Engineer,1
643,Genetic Lab Research Assistant,1
644,Geologist or Environmental Scientist - Entry to Mid Level,1
645,Global Data Scientist,1
646,Global IT Business Analyst,1
648,Global Services Analyst (Development Program),1
649,Global Threat Data Analyst,1
650,Google Certified Data Engineer,1
651,Growth Business Intelligence Analyst,1
653,HRIT Business Application Analyst,1
654,Hadoop Big Data Engineer,1
35,Analytical Scientist,1
656,Health Care Research Analyst,1
657,Health Data Analyst,1
658,Health Data Analyst II,1
660,Healthcare Business Analyst,1
34,"Analyst, Product & Consumer Insights",1
633,"Functional Analyst, Business Analyst",1
631,Frontend Engineer,1
630,Front End Engineer,1
55,Associate Analyst (full-time 0-2 yrs exp.),1
600,Entry- Level/Jr. Business Analyst,1
601,Entry-Level Customer Support Specialist,1
602,Entry-Level Financial Analyst - Commissions,1
603,Entry-Level Microelectronics Assembler,1
604,Entry-Level/Jr. Business Analyst/QA,1
605,Entry-level Software Engineer,1
606,"Experimentation Analyst, Insights",1
608,Extra Help Clinical Practice Data Analyst Specialist,1
609,FAIR FARES INTEGRITY DATA ANALYST,1
610,FGP Sec I-Intake/Sched-IVF,1
613,"Field Data Scientist, BioInnovation",1
629,Free People Wholesale Junior Business Analyst,1
615,Finance & Risk-Data Engineer Consultant MW,1
616,Finance Analyst,1
617,Finance Business Process Analyst,1
618,Finance Data Analyst,1
620,Financial Analyst - SQL,1
621,"Financial Business Analyst, Clinical Operations & Business Analytics (COBA)",1
625,Forensic Data Analyst,1
626,Fraud Analyst,1
627,Fraud Data Scientist,1
628,Fraud Senior Data Scientist,1
664,"Healthcare Data Analyst II, Program Analytics",1
667,Healthcare Encounter Data Analyst,1
598,Entry Level Engineer,1
669,Heat Transfer Process Engineer,1
705,Jr Data Scientist,1
706,Jr QA Analyst-Automation Tester,1
707,"Jr. Analyst, Shared Services Department",1
709,Jr. Business Analyst,1
711,Jr. Data Engineer,1
713,"Jr. Data Engineer-Sales, Planning & Analytics",1
715,Jr. Healthcare Data Analyst,1
32,"Analyst, Marketing Insights - Boston",1
718,Junior Analyst,1
719,"Junior Analyst, Business Insights",1
721,Junior Business Intelligence (BI) Analyst,1
723,"Junior Curriculum Writer, Data Science",1
727,"Junior Data Scientist (Visualization, Metrics, & Automation)",1
729,Junior Data scientist -- Citizen & Green Card only,1
730,Junior Database Engineer,1
731,Junior Healthcare Data Analyst,1
31,"Analyst, Entry Level",1
734,Junior Infrastructure System Engineer,1
735,Junior Mechanical Engineer (Fluent Chinese),1
736,Junior Operations Engineer,1
737,Junior Planning and Reporting Analyst,1
738,Junior Quantitative Researcher - Machine Learning,1
741,"Junior Research Engineer, Machine Learning",1
704,JR. Engineer,1
703,JJI FELLOW,1
702,JDE Business Analyst,1
686,Industrial Engineer Intern,1
670,Helpdesk Technician,1
672,ICP 1 - Data Analyst,1
674,IT Business Analyst Co-Op (Fall 2109 or Spring 2020),1
675,IT Business Intmd Analyst,1
676,"IT Business Operations, Analyst- Batch",1
678,IT Business Solutions Analyst-Level 3 or 4,1
680,"IT Director, Analytics and Business Intelligence",1
683,IT Senior Business Analyst,1
684,IT Systems Engineer,1
685,"IT, Business Analyst",1
687,Industry X.0 - Data Historian Senior Analyst,1
699,"Intern, Product Team",1
688,Infrastructure Engineer,1
689,Insights Analyst,1
691,Insurance Data Scientist,1
692,Integrated Business Planning Analyst,1
693,Integrations Business Analyst,1
694,Intermediate Data Engineer,1
695,Intern,1
696,"Intern, Data Engineer",1
697,"Intern, Data Visualization (Tableau)",1
698,"Intern, Digital Innovation",1
599,Entry Level Financial Analyst,1
596,Entry Level Data Analyst,1
396,Data Engineer - Contributed Research,1
490,Data Scientist Manager - Advanced Analytics (HIA),1
40,Application Support/Business Analyst - Fund Accounting Systems,1
451,Data Scientist (1801),1
452,"Data Scientist (Analytics Engineering), Creator Marketplace",1
454,Data Scientist (Multiple Levels) - NYC,1
458,Data Scientist - Algorithms,1
459,Data Scientist - Analyst,1
461,Data Scientist - Capital Markets,1
464,Data Scientist - Ingenuity,1
465,Data Scientist - Journey Analytics,1
466,Data Scientist - Life Sciences,1
467,Data Scientist - Machine Vision,1
470,Data Scientist - Natural Language Processing,1
471,Data Scientist - Org Analytics,1
472,Data Scientist - Performance Profiling,1
473,Data Scientist - Search and Explore,1
474,Data Scientist - Senior Consultant,1
476,"Data Scientist - Travel, Transport and Logistics",1
478,Data Scientist - VIE Contract (W/M),1
479,Data Scientist -Healthcare,1
480,Data Scientist / Quantitative Analyst,1
483,Data Scientist 2,1
484,Data Scientist Artificial Intelligence Consultant New York,1
488,Data Scientist Intern,1
449,Data Science Quality Engineer,1
448,Data Science Intern - Payformance Solutions,1
446,Data Science Associate,1
421,Data Governance Analyst,1
399,Data Engineer - Solutions,1
400,Data Engineer - Summer Intern - University Students,1
407,"Data Engineer, Analytics",1
408,"Data Engineer, Data Warehouse",1
409,"Data Engineer, Engineering Support Analytics, Google Cloud",1
414,"Data Engineer, Telecom",1
415,"Data Engineer, Zoro",1
417,Data Engineering Lead,1
418,"Data Engineering Manager, Analytics (Instagram)",1
419,Data Entry Analyst NYPWG01O,1
423,Data Governance Co-ops,1
445,Data Science - Predictive Analytics,1
424,Data Insights Analyst,1
425,Data Integration Analyst,1
426,Data Integrity Program Engineer,1
427,Data Intelligence Analyst,1
431,Data Migration Analyst,1
435,"Data Platform Business Analyst, Front to Back Integration, Assistant Vice President",1
437,"Data Platform, Team Lead",1
440,Data Quality Analyst Internship - start ASAP - grads preferred,1
442,Data Reliability Engineer,1
443,Data Research Assistant Intern,1
489,Data Scientist Lombard Illinois,1
492,Data Scientist Summer Intern,1
595,Entry Level Business Analyst - IT Solutions,1
493,Data Scientist Technical Lead,1
557,Digital & Quantitative Medicine/R&D IT Business Analyst,1
559,Digital Business Analyst/Product Manager,1
561,Digital Engineer,1
562,Digital Payments Test Data Engineer,1
563,Digital Products Business Analyst,1
565,Direct Marketing Analyst,1
566,Director - Big Data Architecture and Engineering,1
572,Distribution Attendant,1
573,EMR Technical Data Conversion Analyst,1
574,ENTERPRISE DATA WAREHOUSE ENGINEER,1
37,Analytics Engineering Manager,1
579,Eicoff - Data Scientist,1
581,Employer Data Audit Analyst,1
582,Engineer - Associate,1
584,Engineer Analytics and Optimization,1
586,Engineering Intern,1
587,Engineering Lead - Analytics Platform,1
588,Engineering Leadership,1
589,"Engineers – Electronic Equipment Manufacturing (Nanjing, China)",1
590,"Enterprise Data Architect, Data Governance",1
592,Entry Level Analyst,1
593,Entry Level Business / Data Analyst,1
594,Entry Level Business Analyst,1
554,Decision Scientist,1
553,Database Solutions Engineer,1
551,"Database Analyst, Boston Bruins and TD Garden, Full Time",1
519,"Data Scientist, Social Science",1
497,Data Scientist – Infrastructure Engineering Insights,1
500,"Data Scientist, Advanced Analytics",1
502,"Data Scientist, Advanced Marketing Analytics",1
506,"Data Scientist, Global Premium Services",1
508,"Data Scientist, Growth",1
509,"Data Scientist, Infrastructure",1
513,"Data Scientist, Marketing Analytics (Premium)",1
514,"Data Scientist, NLU Analytics",1
515,"Data Scientist, Predictive Modeling Lead",1
518,"Data Scientist, Risk",1
523,Data Scientist- Lending,1
547,Data and Reporting Analyst II - Global Reporting & Analytics,1
524,Data Scientist- Portfolio Management & Provisioning,1
525,Data Scientist- Strategy,1
527,Data Scientist/Economist,1
530,Data Scientists,1
531,Data Services Engineer,1
532,Data Strategy Analyst,1
538,Data Validation Engineer,1
539,Data Visualization Consultant,1
543,Data Warehouse Development Analyst,1
545,Data Warehouse Specialist / Business Intelligence Analyst,1
612,FINANCIAL ANALYST - US Plan & Projection,1
