,unique_id,city,job_qry,job_title,company_name,location,summary,salary,link,date
1,pj_ed1748f84c16d8d8,Boston,business+analyst,Business Analyst,Harvard Bioscience,NOT_FOUND,A minimum of 2 to 5 Years in a Business Analyst role. Harvard Bioscience is a global leader in the manufacture and distribution of solutions to advance life...,"
                $78,000 - $92,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AAnqrxq6bbXU3S6BAl_JIGwtxuPyH0w42DsqVE3UGdM1YnETsEr67SquI2DDVnrSMwWHiH9kZT4Z24E5Srn7hhKlsYeJYi0p_anTw0Sf-72s7UEae6qsBOwdgTpewv8edKhUVKqkWI5OSqTvl8y_KRlQOyPn4VSZmmyjMC5Xs6BpaCu9tF74Jr16rdQ2h5VcUX9QJoabjwqkmp_bShMgh2VKaiH6i29f8YOP1Cc5HvW1iUpeemFWdqH7Up_meIMeA8Tq-huy3NUABAUF-9xllw7lfPmvx41YsSpMR5qQRlHLKRHe5TAgPutzO9ZcWJSiW8BFhtBh9z6TmcQJC4NZob1auETSuBxa_gzNhYpPmBGz5hCsqcSHlGFSh6pTiKoo7GqXlQhCdKNr39bVnXmFfxPB4oq76mRAwt06Nm3mAb4A==&p=0&fvj=1&vjs=3,NOT_FOUND
2,pj_2914332616e5c98f,Boston,business+analyst,Business Systems Analyst - Banking,Great Bay Staffing Group,NOT_FOUND,"Senior Level Systems Business Analyst with Commercial Banking Services Experience. Collaborates with business and technology partners, translates business needs...","
                $50 - $90 an hour",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D2Eprvx6ZJwScRBN9mMUGtr5IDZJR0abJksubg5MpsaY6cq6k3gxa5ueZCiCdTwF-16E-f6NQr9Jp2YVR6N69Sr7OKdZjBm5ZzA9XM3n93TMrooNFp-ud-RQWnuM6SyVcj2wiQScfe086yQb8uXVhidHsbVj-M3y3-ZKpOEPZhLf_1R9TimzkIFWVSuqAk6hfvJT3QJqc3Fdz3U0W6EASZiOyHBoRYSdD3tJUvd96OZqbD3eG8hwTDbRHkMTaaHT7gh5IqzlTpcq5RdSSeZtiGDP8XJlzriDXtP3KDvT66PNS2UYjoqNS3jSZd9Uq4ptwd4uWYn56RewkrEmyPIenL95nk-aijMWVxtqqdZsNRezt-wopFfv0txqLMR9ZP8RUyZGUsTMUTjMgTdAGj-yvf4ajzg3N3pJaMR7c2WMmobrh6wyvcF3HMolESoKw4JaM6pBTAhWIq3BpgKAjL-TMwRLjZlgw-PqTrfk0zNf2dHxj1qiGt2mie1yhxX-gxVr6FwwB3shYk5btHZ8qYEjgMBQunqw5kJNg=&p=1&fvj=0&vjs=3,3 days ago
3,pj_2b67e0adf11a5407,Boston,business+analyst,Technical Business Analyst,ClinEdge,NOT_FOUND,The Technical Business Analyst is a highly collaborative role that will act as a partner with the business to facilitate and implement technology solutions....,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B1a8Tfb1q6tWXqLQVKIP-O61tL-qCHNgSn52ph6JIeFxJTvxK6hbynz_bnPW--EKwO4oRasfv3_gh4KO4DMpXTQIzLyFDBwTsMGRwVmlRoYiNe3TI2GT1J-hZjtVZtL4163-oUsrHlYnpjkTfGiwRttf5EdKBPcYKCqa0onyOjXI1BMAqqh6CA7uavw5cGneVOWzE7SHruOQ0_8g7B7OrFC3LTxBNwBCbQByL-5Mb4v09wbFW-4UPEnbyE1AmZ2z611Y3i0vhR0dBDZVOVH2rE9WfvvkbQN2S5ikH-ChGbOUfWoeu02hW2syZ2ydWCpWPVySQNa67O_KdwIo53_vUFVaIDZ6N0do4MlTeVxA-6hzLkY4i6Y0FYRT7lFGs2wrBGDJo5Sgh5DcmIuuyE5ouRv2V7OFutzjTdVjihMPr5cqIdV23CyyUGLh2z3Dn1894myTWKudsRtA==&p=2&fvj=1&vjs=3,NOT_FOUND
4,pj_8723e33979ef7e78,Boston,business+analyst,"Senior Analyst, Business Operations",Iora Health,NOT_FOUND,2-3 years of professional experience (Management Consulting or Technology Industry in a Business or Technical Analyst capacity with a focus on project...,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A1R_PDOKKVoyQd25K4ZWC3p9XUYHlaHBbKzSdDxWDMXckl2j_Dgi9rjsm_8Yna_EN8cD6DV82JcAKfKNAKKkyMXvzGAKdotQscZ4sNx8GS5evJHmw9hM5ZihFRuqQJshcVAquz_fkMgIaX-RFNfyysgCnoB30WuOe_1Vf8yAZJU18oHjLOkcZJ0loSZ93N7mvWAzvejo8iH_iiiwx0bOFRwte5AqnVYK0Seb8J6pindcJE_dssJT7m3Mcdwh3l4im4LULfLNXXTOSwrEFL4WkINTQndUnYZW4RoXvX54AgOghd-r_3jzZWibiRLxwKGqM5mWo_XmjdY6-9lUgiph5RJOm4fh5FgOhMN87TUKOZ-ZKtO3Z8rCpdQMl2laeaTrhF5KidG8XyWA==&p=3&fvj=0&vjs=3,NOT_FOUND
5,pj_3f5b20e6bbf99c12,Boston,business+analyst,Business Systems Analyst,AIRINC,NOT_FOUND,"Work with other business analysts and software engineers to identify improvements to the technology infrastructure that supports this function, as a main user...",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BMedsim3eK33Kpjxg-UJl5yPGJiRjqwWd9r6jCvXiqgyopHNJTcItUPRGjix3pgBKtepC3R9YpSljckQ_toX3kidSw_D66g0TxQS8l7ivTep-NxBcZV7MssAQGGxogSEToG8ssWoREDaKWoo29H9nuJNVmu0dVEMQIGDA5bj7CKW5KttZEFTGl1Vr2-pLx2FbeLFZ8jyidEejUW3lQ3AvMg4LWBbh0tdODHDZYwDyeXgZedqKF2zm22Uv7TAoms9vkTNW50MASnNtUyAv3eG-dQfB4Cstz-7_DrJJQPMfeEjp1IEcA1xEuwcBAn6O7MyYbSYIVso91FOPT2pSrVv82atN5pY8qB3m6WJApTaCZMdzb-ajCPQKSVABmq0CTj75MIsl4jFC4hhZOAaTqEgJDGNRcVHyaU3Df9dhBXUY7FwgDFjjW9COX&p=4&fvj=1&vjs=3,NOT_FOUND
6,pj_99c515d2d2989a7b,Boston,business+analyst,Business Process Analyst,Public Consulting Group,NOT_FOUND,Excellent business writing skills and ability to make presentations to various audiences. Facilitates assessments and evaluations on launch requirements and...,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BU2MgNL00CE2M47WcXmD--CMxzA4DaBIRaVm_c2BmL-DmzqtnNxUlcPSZxuhZRllamAhfov4OwiU8aapqfgAg-zKbipz6RKQ8MfcliFaT_z9DUS802VRP3xCDuPetsdSxeZzVw-DVFc_RpTKvwdw8MnEzjwyRIF8OTe6AaQkWH8jw5g5gJYBOAc7y3F0r98IIdwfUD3KeTsdM15Sn73yHx-BEn0ewf8yzVIFHdknglcys67D-Twh6-DxbxVtZUqxTnhxa5l7K4WmiHIayx2jv6b62R7e8VzX4T6_JzFNQfSdsPi7xtZ7HulHHkof-nKSopDkt5yS5AyNH7_SV_5kBYtuc3vjqdG-xAMpKXr92G1mmDO90tpyFrgWeBdD-noZA8fTQscPztqyBGYgEI_rCqjht5qeDoUwa3Foz2ZEM2k2Qp0B7ur8vi3WZkNIQPV9N91azSQ_X2LQ2GrseQtI1vYtBQvEP4wBW1G1smgI9KSiM7I_oe6AsNQSWxmr1AIZmbQQ_KOfmSiZW7-WMaj_PrEmwlC7UXM0Lhlj4EnKn8sj2KMG5oQwytpXTtRMyzmT19Wk4sUxgGv9yjGZuMv6t5GKt_AaSg4hoWHIZgUovtyY9zKBGfYMjombzxcdxSHDrmGyTc1poBH2Th1_nISXRjLGfadw41idkez8MMjPcOaVghWdXlDzRiSQ0S9nZXuYYddhK6EA_lZM8kRaBEoe9AVflfRgOoB98t1F6JNo7268uedsKhaFKSXrnshMIHUT7DuSlFlsuWfMt62qrzJbe8l_Riu8aZSGE=&p=5&fvj=0&vjs=3,NOT_FOUND
7,pj_ac1a99f479ebf6ba,Boston,business+analyst,Business Systems Analyst - Infrastructure,"Lumaxia Consulting, LLC.",NOT_FOUND,2+ years’ experience as a systems analyst. Excellent understanding of business processes and application workflows....,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AblnOBKinpI-EBZVqYs3NiKcG-Ayi_chr-Pwtp5966AM_iJo51EebY1H0vADeiicj0SBKxY_3W0FHG0S8kpeSzDZtLVDqF9iXeO4VDsTGV5ah6mXOt3cOPcLdDSA9klvrvRwi-OA8oo002LdyfpSgjj2T_0ARNKmw-dnHWqQkYS4LzURsJEYW2A19DCUK5O5C7Zf8-cE3jsLF-d4-Lg4u-NygcoqYVb3ncJcF_ENOyIODmQyFaukJ_g1HoJ9S1vem8tmDY6mW-AXGIoET-Okrf8b1773rhyxJtqIICy9KVtprt0kxSOeO41iKb4OB9NLFSsIru8u9-wmjBdlsM9a_M4bqTfsaD8fEADbA6kBFsQvLu0HEkJWJYh87suT_OFX0dHO04WXOWHqvKJdSIrHJ_jdnLR7IgwAXE__gRmAR6dpwJdrwRyTk1ZJY6AE6omAb4ZzPgAdmF9N6jwhj9J8zR&p=6&fvj=1&vjs=3,NOT_FOUND
8,p_dcae59b500d7968e,Boston,business+analyst,Entry- Level/Jr. Business Analyst,QABASA,"Boston, MA",Syntricate Technologies is currently looking for entry-level Junior Business Analysts to join our team.*. Leading ongoing reviews of business processes and...,"
                $55,000 - $60,000 a year",https://www.indeed.com/company/QABASA/jobs/Entry-dcae59b500d7968e?fccid=281a90d139276cca&vjs=3,2 days ago
9,p_996aec632093139e,Boston,business+analyst,Entry-Level/Jr. Business Analyst/QA,Syntricate Technologies,"Boston, MA",We are looking to hire 15 Entry Level Business Analysts and 10 Entry level QA Analyst within the next 5 weeks. Develop business cases/stories for prioritization...,NOT_FOUND,https://www.indeed.com/rc/clk?jk=996aec632093139e&fccid=6a8862eed7fda9a3&vjs=3,2 days ago
10,p_6843d0f2ff45c43d,Boston,business+analyst,Business Analyst,Bank of America,"Boston, MA 02110 (Central area)","The Business Analyst is responsible for providing business metric and program analysis, report management, and project support at several different levels....",NOT_FOUND,https://www.indeed.com/rc/clk?jk=6843d0f2ff45c43d&fccid=5bd99dfa21c8a490&vjs=3,4 days ago
